id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
vocal_synthetic_003-049-025,vocal_synthetic_003-049-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-049-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,49,25,16000,distortion|long_release|nonlinear_env
guitar_acoustic_014-069-127,guitar_acoustic_014-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_014-069-127.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,69,127,16000,
organ_electronic_113-068-075,organ_electronic_113-068-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-068-075.wav,958,organ_electronic_113,6,organ,1,electronic,68,75,16000,
guitar_acoustic_015-058-025,guitar_acoustic_015-058-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-058-025.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,58,25,16000,reverb
bass_electronic_027-048-100,bass_electronic_027-048-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_027-048-100.wav,880,bass_electronic_027,0,bass,1,electronic,48,100,16000,
brass_acoustic_046-052-075,brass_acoustic_046-052-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-052-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,52,75,16000,
reed_acoustic_023-093-025,reed_acoustic_023-093-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-093-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,93,25,16000,fast_decay|multiphonic|nonlinear_env
flute_synthetic_000-089-127,flute_synthetic_000-089-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-089-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,89,127,16000,distortion
brass_acoustic_006-081-050,brass_acoustic_006-081-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-081-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,81,50,16000,reverb
organ_electronic_113-069-100,organ_electronic_113-069-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-069-100.wav,958,organ_electronic_113,6,organ,1,electronic,69,100,16000,
bass_synthetic_098-058-025,bass_synthetic_098-058-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-058-025.wav,803,bass_synthetic_098,0,bass,2,synthetic,58,25,16000,dark
string_acoustic_012-034-100,string_acoustic_012-034-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_012-034-100.wav,97,string_acoustic_012,8,string,0,acoustic,34,100,16000,long_release|reverb
flute_synthetic_000-056-050,flute_synthetic_000-056-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-056-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,56,50,16000,distortion
bass_synthetic_135-086-025,bass_synthetic_135-086-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_135-086-025.wav,927,bass_synthetic_135,0,bass,2,synthetic,86,25,16000,distortion
guitar_acoustic_015-067-025,guitar_acoustic_015-067-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-067-025.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,67,25,16000,reverb
guitar_acoustic_021-059-075,guitar_acoustic_021-059-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-059-075.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,59,75,16000,
vocal_synthetic_003-034-050,vocal_synthetic_003-034-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-034-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,34,50,16000,distortion|long_release|nonlinear_env
flute_synthetic_000-053-050,flute_synthetic_000-053-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-053-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,53,50,16000,distortion
flute_synthetic_000-093-075,flute_synthetic_000-093-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-093-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,93,75,16000,distortion
flute_synthetic_000-052-075,flute_synthetic_000-052-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-052-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,52,75,16000,distortion
organ_electronic_001-043-100,organ_electronic_001-043-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-043-100.wav,8,organ_electronic_001,6,organ,1,electronic,43,100,16000,dark
vocal_synthetic_003-039-025,vocal_synthetic_003-039-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-039-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,39,25,16000,distortion|long_release|nonlinear_env
brass_acoustic_016-053-050,brass_acoustic_016-053-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-053-050.wav,128,brass_acoustic_016,1,brass,0,acoustic,53,50,16000,
mallet_acoustic_062-062-025,mallet_acoustic_062-062-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-062-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,62,25,16000,dark|fast_decay|multiphonic
bass_electronic_018-059-075,bass_electronic_018-059-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_018-059-075.wav,759,bass_electronic_018,0,bass,1,electronic,59,75,16000,
keyboard_electronic_002-060-025,keyboard_electronic_002-060-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_002-060-025.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,60,25,16000,
mallet_acoustic_062-032-100,mallet_acoustic_062-032-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-032-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,32,100,16000,dark|long_release|multiphonic
bass_synthetic_033-076-100,bass_synthetic_033-076-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_033-076-100.wav,417,bass_synthetic_033,0,bass,2,synthetic,76,100,16000,
organ_electronic_007-086-100,organ_electronic_007-086-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-086-100.wav,123,organ_electronic_007,6,organ,1,electronic,86,100,16000,long_release|nonlinear_env
guitar_electronic_028-064-100,guitar_electronic_028-064-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_028-064-100.wav,510,guitar_electronic_028,3,guitar,1,electronic,64,100,16000,
organ_electronic_113-060-127,organ_electronic_113-060-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-060-127.wav,958,organ_electronic_113,6,organ,1,electronic,60,127,16000,dark
brass_acoustic_046-057-127,brass_acoustic_046-057-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-057-127.wav,414,brass_acoustic_046,1,brass,0,acoustic,57,127,16000,
organ_electronic_113-071-050,organ_electronic_113-071-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-071-050.wav,958,organ_electronic_113,6,organ,1,electronic,71,50,16000,
vocal_synthetic_003-096-025,vocal_synthetic_003-096-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-096-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,96,25,16000,bright|distortion|long_release|nonlinear_env
brass_acoustic_006-031-100,brass_acoustic_006-031-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-031-100.wav,43,brass_acoustic_006,1,brass,0,acoustic,31,100,16000,reverb
reed_acoustic_037-064-127,reed_acoustic_037-064-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-064-127.wav,387,reed_acoustic_037,7,reed,0,acoustic,64,127,16000,long_release|reverb
brass_acoustic_046-087-100,brass_acoustic_046-087-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-087-100.wav,414,brass_acoustic_046,1,brass,0,acoustic,87,100,16000,long_release
reed_acoustic_037-039-050,reed_acoustic_037-039-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-039-050.wav,387,reed_acoustic_037,7,reed,0,acoustic,39,50,16000,reverb
vocal_synthetic_003-081-025,vocal_synthetic_003-081-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-081-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,81,25,16000,bright|distortion|long_release|nonlinear_env
organ_electronic_028-090-075,organ_electronic_028-090-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-090-075.wav,440,organ_electronic_028,6,organ,1,electronic,90,75,16000,
brass_acoustic_006-046-100,brass_acoustic_006-046-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-046-100.wav,43,brass_acoustic_006,1,brass,0,acoustic,46,100,16000,long_release|reverb
reed_acoustic_023-064-050,reed_acoustic_023-064-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-064-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,64,50,16000,bright|fast_decay|multiphonic|nonlinear_env
flute_acoustic_002-067-127,flute_acoustic_002-067-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-067-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,67,127,16000,long_release|reverb
mallet_acoustic_062-059-100,mallet_acoustic_062-059-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-059-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,59,100,16000,dark|multiphonic
guitar_electronic_028-089-025,guitar_electronic_028-089-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_028-089-025.wav,510,guitar_electronic_028,3,guitar,1,electronic,89,25,16000,
flute_synthetic_000-041-127,flute_synthetic_000-041-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-041-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,41,127,16000,distortion
string_acoustic_056-075-075,string_acoustic_056-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-075-075.wav,436,string_acoustic_056,8,string,0,acoustic,75,75,16000,fast_decay|percussive|reverb
mallet_acoustic_062-081-050,mallet_acoustic_062-081-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-081-050.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,81,50,16000,fast_decay|multiphonic
organ_electronic_104-041-050,organ_electronic_104-041-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-041-050.wav,921,organ_electronic_104,6,organ,1,electronic,41,50,16000,
vocal_synthetic_003-035-025,vocal_synthetic_003-035-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-035-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,35,25,16000,distortion|long_release|nonlinear_env
organ_electronic_001-069-025,organ_electronic_001-069-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-069-025.wav,8,organ_electronic_001,6,organ,1,electronic,69,25,16000,
keyboard_electronic_001-071-127,keyboard_electronic_001-071-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-071-127.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,71,127,16000,
keyboard_electronic_001-050-100,keyboard_electronic_001-050-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-050-100.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,50,100,16000,
organ_electronic_113-032-075,organ_electronic_113-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-032-075.wav,958,organ_electronic_113,6,organ,1,electronic,32,75,16000,dark
keyboard_electronic_001-081-050,keyboard_electronic_001-081-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-081-050.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,81,50,16000,
vocal_acoustic_000-055-050,vocal_acoustic_000-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-055-050.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,55,50,16000,reverb
keyboard_electronic_001-059-075,keyboard_electronic_001-059-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-059-075.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,59,75,16000,dark
brass_acoustic_015-076-050,brass_acoustic_015-076-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-076-050.wav,121,brass_acoustic_015,1,brass,0,acoustic,76,50,16000,reverb
mallet_acoustic_047-068-075,mallet_acoustic_047-068-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-068-075.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,68,75,16000,fast_decay|percussive|reverb
brass_acoustic_046-070-127,brass_acoustic_046-070-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-070-127.wav,414,brass_acoustic_046,1,brass,0,acoustic,70,127,16000,bright
bass_synthetic_098-047-075,bass_synthetic_098-047-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-047-075.wav,803,bass_synthetic_098,0,bass,2,synthetic,47,75,16000,
reed_acoustic_018-063-025,reed_acoustic_018-063-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-063-025.wav,183,reed_acoustic_018,7,reed,0,acoustic,63,25,16000,
brass_acoustic_016-053-127,brass_acoustic_016-053-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-053-127.wav,128,brass_acoustic_016,1,brass,0,acoustic,53,127,16000,
organ_electronic_028-044-050,organ_electronic_028-044-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-044-050.wav,440,organ_electronic_028,6,organ,1,electronic,44,50,16000,dark
bass_synthetic_068-048-025,bass_synthetic_068-048-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_068-048-025.wav,656,bass_synthetic_068,0,bass,2,synthetic,48,25,16000,dark
bass_electronic_025-042-100,bass_electronic_025-042-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_025-042-100.wav,872,bass_electronic_025,0,bass,1,electronic,42,100,16000,
organ_electronic_104-031-075,organ_electronic_104-031-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-031-075.wav,921,organ_electronic_104,6,organ,1,electronic,31,75,16000,
keyboard_electronic_098-054-050,keyboard_electronic_098-054-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_098-054-050.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,54,50,16000,dark
brass_acoustic_006-032-050,brass_acoustic_006-032-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-032-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,32,50,16000,long_release|reverb
keyboard_electronic_003-061-100,keyboard_electronic_003-061-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-061-100.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,61,100,16000,
vocal_synthetic_003-088-050,vocal_synthetic_003-088-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-088-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,88,50,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-059-127,flute_synthetic_000-059-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-059-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,59,127,16000,distortion
keyboard_electronic_098-091-025,keyboard_electronic_098-091-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_098-091-025.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,91,25,16000,fast_decay|percussive
vocal_synthetic_003-044-025,vocal_synthetic_003-044-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-044-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,44,25,16000,distortion|long_release|nonlinear_env
bass_synthetic_009-062-025,bass_synthetic_009-062-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_009-062-025.wav,150,bass_synthetic_009,0,bass,2,synthetic,62,25,16000,bright|distortion|long_release
vocal_synthetic_003-048-075,vocal_synthetic_003-048-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-048-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,48,75,16000,distortion|long_release|nonlinear_env
reed_acoustic_037-056-075,reed_acoustic_037-056-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-056-075.wav,387,reed_acoustic_037,7,reed,0,acoustic,56,75,16000,reverb
brass_acoustic_046-093-025,brass_acoustic_046-093-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-093-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,93,25,16000,long_release
reed_acoustic_023-066-127,reed_acoustic_023-066-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-066-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,66,127,16000,bright|fast_decay|multiphonic|nonlinear_env
vocal_acoustic_000-070-050,vocal_acoustic_000-070-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-070-050.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,70,50,16000,reverb
brass_acoustic_059-039-100,brass_acoustic_059-039-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_059-039-100.wav,572,brass_acoustic_059,1,brass,0,acoustic,39,100,16000,reverb
brass_acoustic_015-077-127,brass_acoustic_015-077-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-077-127.wav,121,brass_acoustic_015,1,brass,0,acoustic,77,127,16000,reverb
vocal_acoustic_000-068-025,vocal_acoustic_000-068-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-068-025.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,68,25,16000,reverb
reed_acoustic_037-057-100,reed_acoustic_037-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-057-100.wav,387,reed_acoustic_037,7,reed,0,acoustic,57,100,16000,long_release|reverb
reed_acoustic_023-087-127,reed_acoustic_023-087-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-087-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,87,127,16000,fast_decay|multiphonic|nonlinear_env
keyboard_electronic_069-047-075,keyboard_electronic_069-047-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_069-047-075.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,47,75,16000,distortion
flute_synthetic_000-036-050,flute_synthetic_000-036-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-036-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,36,50,16000,distortion
guitar_acoustic_030-063-050,guitar_acoustic_030-063-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_030-063-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,63,50,16000,fast_decay|tempo-synced
bass_synthetic_135-060-100,bass_synthetic_135-060-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_135-060-100.wav,927,bass_synthetic_135,0,bass,2,synthetic,60,100,16000,distortion
guitar_acoustic_014-074-100,guitar_acoustic_014-074-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_014-074-100.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,74,100,16000,
string_acoustic_056-051-075,string_acoustic_056-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-051-075.wav,436,string_acoustic_056,8,string,0,acoustic,51,75,16000,fast_decay|reverb
mallet_acoustic_056-054-127,mallet_acoustic_056-054-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-054-127.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,54,127,16000,bright|fast_decay|percussive
reed_acoustic_023-081-025,reed_acoustic_023-081-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-081-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,81,25,16000,bright|fast_decay|multiphonic|nonlinear_env
guitar_acoustic_010-050-025,guitar_acoustic_010-050-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-050-025.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,50,25,16000,
flute_acoustic_002-093-075,flute_acoustic_002-093-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-093-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,93,75,16000,reverb
mallet_acoustic_062-031-075,mallet_acoustic_062-031-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-031-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,31,75,16000,dark|multiphonic
flute_synthetic_000-035-075,flute_synthetic_000-035-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-035-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,35,75,16000,distortion
keyboard_synthetic_000-075-100,keyboard_synthetic_000-075-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-075-100.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,75,100,16000,bright|distortion|fast_decay|nonlinear_env
keyboard_electronic_069-073-050,keyboard_electronic_069-073-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_069-073-050.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,73,50,16000,distortion
keyboard_electronic_001-095-127,keyboard_electronic_001-095-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-095-127.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,95,127,16000,percussive
flute_synthetic_000-062-100,flute_synthetic_000-062-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-062-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,62,100,16000,distortion
bass_synthetic_009-064-075,bass_synthetic_009-064-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_009-064-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,64,75,16000,bright|distortion|long_release
flute_synthetic_000-095-127,flute_synthetic_000-095-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-095-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,95,127,16000,distortion
organ_electronic_104-037-025,organ_electronic_104-037-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-037-025.wav,921,organ_electronic_104,6,organ,1,electronic,37,25,16000,
guitar_electronic_022-069-127,guitar_electronic_022-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_022-069-127.wav,378,guitar_electronic_022,3,guitar,1,electronic,69,127,16000,
keyboard_electronic_002-064-127,keyboard_electronic_002-064-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_002-064-127.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,64,127,16000,distortion
string_acoustic_057-094-075,string_acoustic_057-094-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-094-075.wav,450,string_acoustic_057,8,string,0,acoustic,94,75,16000,nonlinear_env|reverb
organ_electronic_007-084-100,organ_electronic_007-084-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-084-100.wav,123,organ_electronic_007,6,organ,1,electronic,84,100,16000,bright|distortion|long_release|nonlinear_env
keyboard_synthetic_000-051-075,keyboard_synthetic_000-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-051-075.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,51,75,16000,distortion|fast_decay|nonlinear_env
guitar_electronic_022-037-025,guitar_electronic_022-037-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_022-037-025.wav,378,guitar_electronic_022,3,guitar,1,electronic,37,25,16000,dark
bass_electronic_025-041-075,bass_electronic_025-041-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_025-041-075.wav,872,bass_electronic_025,0,bass,1,electronic,41,75,16000,
organ_electronic_028-047-025,organ_electronic_028-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-047-025.wav,440,organ_electronic_028,6,organ,1,electronic,47,25,16000,dark
bass_synthetic_134-087-100,bass_synthetic_134-087-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_134-087-100.wav,914,bass_synthetic_134,0,bass,2,synthetic,87,100,16000,fast_decay|percussive|reverb
organ_electronic_028-086-100,organ_electronic_028-086-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-086-100.wav,440,organ_electronic_028,6,organ,1,electronic,86,100,16000,bright
